id_estacao,data,temp_max,temp_min,precipitacao_mm,umidade
E005,2023-04-27,28.4,23.4,17.8,88
A001,2023-07-01,23.7,8.7,0.0,42
C003,2023-09-05,33.4,23.8,0.0,85
D004,2023-03-29,21.2,12.5,0.0,68
E005,2023-10-21,28.1,22.0,12.6,85
C003,2023-10-09,21.8,13.8,9.7,75
C003,2023-02-12,24.1,12.4,0.0,62
E005,2023-05-20,29.2,22.3,0.0,72
D004,2023-02-19,24.2,10.4,0.0,83
A001,2023-06-02,30.3,19.9,11.0,46
A001,2023-03-25,33.2,24.2,14.6,70
A001,2023-07-29,27.0,17.8,0.0,43
E005,2023-12-21,37.0,29.0,0.0,70
B002,2023-12-10,29.5,23.7,18.6,83
D004,2023-04-09,32.1,19.0,18.4,39
E005,2023-08-18,30.4,25.2,0.0,79
C003,2023-12-09,27.9,18.9,7.9,59
D004,2023-04-20,27.6,19.8,0.0,51
B002,2023-03-29,26.8,13.1,0.0,59
E005,2023-09-26,37.5,34.5,0.0,86
D004,2023-10-03,34.6,24.3,4.8,56
C003,2023-12-24,24.1,15.1,19.1,35
B002,2023-03-18,24.3,15.9,0.0,77
C003,2023-02-01,25.6,17.5,7.1,36
D004,2023-01-29,21.9,13.0,0.0,58
D004,2023-12-26,20.2,11.3,0.0,69
C003,2023-07-28,31.0,17.2,0.0,76
E005,2023-10-04,34.8,27.0,0.0,80
E005,2023-05-10,33.7,28.5,0.0,77
D004,2023-09-07,27.2,21.4,0.0,73
A001,2023-02-03,31.4,16.6,18.0,73
A001,2023-03-11,32.9,22.0,0.0,57
C003,2023-12-28,29.3,18.8,4.3,55
D004,2023-10-27,27.3,20.1,15.5,36
E005,2023-02-07,36.5,31.5,16.2,95
B002,2023-07-01,27.0,13.6,0.0,43
C003,2023-11-21,24.2,14.0,0.0,45
D004,2023-01-12,31.0,18.6,3.0,52
B002,2023-03-23,27.9,15.9,20.6,80
A001,2023-03-23,30.5,19.7,0.0,73
C003,2023-07-28,25.8,18.5,0.0,80
E005,2023-04-27,30.5,26.3,0.0,86
D004,2023-12-21,22.7,13.1,2.7,68
B002,2023-07-08,33.4,18.7,21.3,50
D004,2023-07-25,23.0,11.6,0.0,41
D004,2023-04-22,23.1,17.1,0.0,70
A001,2023-05-01,21.2,9.4,0.0,67
C003,2023-04-28,22.7,9.3,1.9,59
C003,2023-09-02,21.7,16.2,0.0,66
C003,2023-06-26,28.6,15.2,20.8,55
B002,2023-08-22,20.6,15.2,16.0,85
B002,2023-03-31,21.8,16.3,0.0,53
A001,2023-05-06,20.7,13.0,15.9,71
E005,2023-09-16,37.7,30.6,8.8,84
C003,2023-06-24,34.8,20.1,7.2,73
A001,2023-06-12,33.5,19.6,13.6,74
A001,2023-10-18,25.0,11.1,0.0,59
D004,2023-06-10,27.9,21.4,0.0,45
B002,2023-08-09,30.4,25.3,0.0,45
B002,2023-06-17,24.8,16.9,0.0,49
D004,2023-12-17,31.6,20.8,0.0,51
E005,2023-07-29,34.6,30.7,0.0,78
B002,2023-06-18,23.5,10.7,23.5,30
C003,2023-07-04,25.5,11.0,0.0,72
B002,2023-11-09,21.3,15.1,0.0,43
A001,2023-04-19,21.1,7.9,0.0,66
E005,2023-03-19,32.8,25.8,4.0,95
A001,2023-10-12,30.9,22.4,0.0,67
E005,2023-03-02,32.7,27.3,23.2,88
D004,2023-09-18,27.8,17.7,0.0,37
A001,2023-08-08,21.6,13.5,19.3,41
B002,2023-09-15,34.7,23.2,0.0,30
E005,2023-12-29,28.6,22.5,9.6,73
D004,2023-02-28,29.6,16.4,12.3,67
A001,2023-06-12,27.7,22.1,0.0,31
B002,2023-03-06,34.0,27.9,0.0,81
E005,2023-03-20,34.5,28.6,0.0,79
D004,2023-10-11,28.3,17.5,0.0,33
A001,2023-03-22,32.0,22.2,0.0,33
B002,2023-09-29,34.5,21.4,0.0,41
A001,2023-07-24,33.1,23.1,7.4,49
C003,2023-09-11,26.3,18.3,19.6,32
C003,2023-07-16,27.5,17.3,0.0,42
A001,2023-08-09,31.4,24.1,11.0,75
B002,2023-08-03,20.4,11.5,0.0,53
B002,2023-05-11,23.7,18.0,19.5,49
A001,2023-09-14,29.2,18.9,3.9,41
B002,2023-01-16,30.8,25.6,0.0,33
C003,2023-06-05,21.0,13.4,0.0,60
A001,2023-01-18,29.1,15.5,0.0,61
A001,2023-10-07,28.0,17.4,0.0,70
D004,2023-12-09,25.9,17.1,0.0,80
E005,2023-01-03,37.0,29.8,11.8,74
C003,2023-04-21,31.6,26.0,0.0,38
A001,2023-01-11,27.4,20.8,3.0,57
A001,2023-06-08,25.7,12.5,0.0,34
E005,2023-08-20,32.4,26.6,13.0,76
E005,2023-03-17,31.5,25.5,22.5,90
E005,2023-11-13,35.0,31.6,24.5,75
E005,2023-02-16,36.9,31.0,0.0,94
D004,2023-09-08,22.5,12.4,13.8,64
B002,2023-03-02,31.4,16.5,0.0,48
E005,2023-07-07,33.0,26.9,0.0,88
E005,2023-02-23,30.3,26.0,0.0,71
B002,2023-09-25,26.9,17.3,16.3,58
E005,2023-08-11,32.9,27.9,10.7,73
A001,2023-11-13,28.0,17.0,0.0,43
B002,2023-12-06,26.4,18.9,0.0,48
B002,2023-12-23,26.7,17.3,0.0,81
D004,2023-03-26,29.1,18.5,0.0,36
E005,2023-02-17,37.9,34.8,0.0,76
A001,2023-03-12,31.6,25.3,0.0,76
A001,2023-04-24,27.8,19.1,0.0,36
D004,2023-11-09,27.5,18.3,0.0,80
D004,2023-03-02,29.4,14.8,0.0,54
E005,2023-10-05,29.4,22.5,13.9,86
E005,2023-02-06,30.1,23.5,0.0,84
A001,2023-03-15,33.9,26.2,0.0,77
D004,2023-01-11,28.9,20.7,0.0,31
C003,2023-07-09,29.4,14.7,24.2,45
E005,2023-04-27,31.7,27.4,0.0,79
D004,2023-04-10,25.4,14.6,6.1,66
A001,2023-11-02,25.1,14.0,0.1,30
A001,2023-02-21,33.9,26.3,11.4,70
D004,2023-12-26,32.6,22.8,9.6,38
D004,2023-12-10,30.1,15.5,0.0,71
B002,2023-01-08,31.1,23.8,0.0,38
D004,2023-08-04,23.6,15.3,0.0,39
A001,2023-05-12,26.5,11.9,0.0,79
B002,2023-01-23,31.9,26.7,23.0,82
E005,2023-09-26,28.3,22.0,0.0,83
D004,2023-03-15,33.2,24.6,0.0,44
C003,2023-03-04,24.6,15.4,7.1,49
D004,2023-08-09,31.3,24.3,0.0,76
E005,2023-10-12,34.7,29.0,0.0,94
A001,2023-07-02,26.8,18.7,11.7,44
D004,2023-07-11,32.5,25.8,17.0,60
E005,2023-01-04,34.1,29.3,3.5,79
A001,2023-07-18,33.0,23.1,0.0,67
B002,2023-08-09,23.5,14.4,6.8,71
C003,2023-08-24,31.9,23.9,23.8,42
A001,2023-04-05,22.1,11.5,0.0,56
E005,2023-11-21,37.2,32.7,0.0,93
E005,2023-06-28,30.4,26.2,3.4,83
A001,2023-02-13,26.6,19.8,0.0,61
D004,2023-08-24,20.4,13.2,0.0,51
D004,2023-04-14,25.8,20.6,0.0,85
A001,2023-06-22,32.5,18.4,0.0,85
E005,2023-06-13,30.7,22.9,0.0,75
E005,2023-08-11,33.6,30.1,0.0,79
C003,2023-03-20,28.4,17.5,21.5,81
B002,2023-06-10,30.7,19.6,0.0,39
D004,2023-04-19,30.0,17.3,0.0,39
E005,2023-02-07,31.9,27.6,13.5,80
B002,2023-11-15,30.2,25.0,0.0,68
A001,2023-02-12,25.6,12.7,0.0,83
A001,2023-07-18,21.1,10.0,0.0,81
A001,2023-10-31,32.6,24.5,0.0,63
D004,2023-07-02,24.4,16.9,0.0,76
D004,2023-08-09,29.5,18.5,0.0,74
D004,2023-01-27,24.5,12.2,0.0,85
E005,2023-04-27,30.1,22.9,0.0,92
B002,2023-11-25,22.5,9.2,0.0,57
B002,2023-08-16,27.9,14.7,0.0,59
D004,2023-07-01,26.5,17.4,19.4,69
D004,2023-10-14,24.6,12.8,0.0,80
D004,2023-01-03,28.7,14.6,0.9,69
A001,2023-09-20,28.8,19.4,0.2,30
C003,2023-06-14,26.3,14.3,0.0,32
A001,2023-12-31,30.3,21.6,0.0,79
D004,2023-11-15,21.8,7.0,0.0,30
D004,2023-11-26,26.2,21.2,2.8,68
C003,2023-08-12,34.4,20.7,4.0,80
C003,2023-07-10,20.8,14.4,19.3,38
E005,2023-11-28,29.6,22.1,11.9,77
E005,2023-06-19,28.9,22.2,0.0,78
A001,2023-04-19,20.2,13.1,0.0,40
A001,2023-07-11,28.1,15.0,0.0,54
C003,2023-01-31,21.9,15.6,0.0,79
C003,2023-01-19,20.1,9.2,0.0,40
D004,2023-01-23,27.7,21.2,0.0,77
A001,2023-09-20,25.5,14.7,0.0,61
A001,2023-12-22,27.7,17.3,0.0,84
D004,2023-08-07,28.3,22.3,0.0,64
D004,2023-06-06,29.1,23.1,0.0,65
B002,2023-07-18,21.0,7.8,0.0,77
E005,2023-06-04,32.3,25.8,0.0,78
E005,2023-05-17,32.4,28.6,0.0,85
E005,2023-02-13,30.0,22.4,21.9,88
B002,2023-02-27,33.0,21.6,0.0,79
B002,2023-07-13,31.9,17.3,0.0,64
E005,2023-09-29,31.3,27.1,16.2,84
D004,2023-03-26,21.9,11.0,0.0,69
B002,2023-07-06,23.5,8.7,0.0,42
D004,2023-02-16,28.0,16.6,16.1,55
B002,2023-07-11,22.5,12.6,0.0,81
E005,2023-07-28,35.1,30.6,0.0,72
E005,2023-06-09,33.0,29.2,0.0,91
E005,2023-07-16,37.5,33.4,0.0,93
B002,2023-09-16,28.1,21.2,0.0,48
B002,2023-06-29,25.5,11.8,19.8,37
A001,2023-08-14,28.9,20.0,0.0,59
C003,2023-02-24,33.9,28.5,0.0,35
D004,2023-03-05,29.1,16.0,4.8,81
A001,2023-11-01,23.1,17.6,0.0,61
B002,2023-01-16,25.5,11.7,17.3,56
D004,2023-01-27,26.1,13.6,0.0,43
C003,2023-09-02,24.6,14.8,0.0,84
E005,2023-03-22,34.7,30.3,0.0,75
A001,2023-04-25,20.2,14.8,0.0,40
D004,2023-07-30,20.8,13.0,0.0,76
E005,2023-04-19,32.4,28.1,0.0,84
A001,2023-08-01,27.8,20.2,0.0,34
B002,2023-02-03,24.6,9.7,0.0,77
C003,2023-04-30,25.1,18.3,0.0,40
A001,2023-10-01,20.7,14.7,0.0,71
B002,2023-08-24,23.0,11.0,22.7,71
D004,2023-06-02,20.1,11.5,11.8,43
A001,2023-11-18,21.9,15.2,7.2,73
C003,2023-12-14,34.4,23.4,16.7,73
E005,2023-09-15,28.1,21.9,0.0,71
E005,2023-10-04,35.2,28.3,0.0,86
C003,2023-04-17,20.2,11.2,0.0,46
D004,2023-12-06,30.4,18.7,0.0,84
C003,2023-04-04,34.8,28.5,0.0,33
C003,2023-08-24,30.4,17.0,0.0,42
D004,2023-09-07,25.1,11.2,0.0,84
B002,2023-08-22,28.3,15.8,0.0,47
E005,2023-09-23,31.3,26.3,0.0,71
E005,2023-04-01,29.0,21.9,0.0,73
A001,2023-12-17,25.9,13.6,15.2,37
B002,2023-06-03,24.4,17.8,22.0,43
D004,2023-04-24,20.7,10.2,0.0,76
E005,2023-05-18,34.9,28.8,0.0,94
D004,2023-01-16,30.6,20.4,0.0,46
B002,2023-01-21,32.5,21.2,0.0,43
E005,2023-07-30,33.5,30.0,0.0,73
A001,2023-08-12,22.0,16.3,13.7,60
B002,2023-05-01,23.6,16.8,0.0,35
B002,2023-02-12,26.6,19.2,20.1,52
A001,2023-09-10,22.0,15.1,9.6,42
A001,2023-03-23,21.9,12.6,0.0,49
A001,2023-04-09,21.3,11.3,0.0,49
E005,2023-05-06,29.8,23.3,0.0,75
A001,2023-08-19,21.0,8.7,0.0,37
A001,2023-10-04,20.8,10.2,0.0,42
B002,2023-05-18,33.0,25.9,0.0,49
C003,2023-12-28,28.2,14.4,0.0,31
B002,2023-11-14,23.7,16.2,0.0,53
D004,2023-01-02,28.3,13.8,0.0,57
D004,2023-05-06,24.4,19.1,7.2,74
E005,2023-10-07,34.8,27.4,0.0,74
C003,2023-12-11,30.8,24.6,0.0,80
A001,2023-11-22,25.9,15.0,0.0,82
A001,2023-01-14,20.2,13.6,0.0,58
C003,2023-10-19,29.7,18.7,0.0,70
E005,2023-09-22,34.4,27.7,11.0,70
C003,2023-05-22,20.2,12.9,0.0,51
E005,2023-10-03,33.9,26.4,0.0,70
E005,2023-09-04,31.9,28.8,0.0,77
A001,2023-10-27,25.6,15.3,14.0,62
A001,2023-06-17,31.1,16.2,14.5,82
E005,2023-01-07,28.6,25.1,0.0,72
E005,2023-09-03,34.4,30.6,21.9,71
E005,2023-02-06,33.2,27.5,0.0,70
E005,2023-10-02,33.2,28.8,6.2,91
D004,2023-11-30,24.6,15.6,0.0,58
E005,2023-01-16,30.4,23.2,0.0,93
C003,2023-12-13,27.6,14.0,0.0,44
C003,2023-08-21,23.9,18.4,15.5,77
A001,2023-02-26,30.4,20.9,0.0,47
E005,2023-03-30,28.1,20.5,0.0,88
C003,2023-04-06,29.1,17.3,0.0,58
B002,2023-02-16,32.9,20.6,14.6,55
C003,2023-05-29,27.8,17.0,0.0,35
E005,2023-05-25,31.7,27.0,0.0,73
C003,2023-08-22,21.5,11.3,17.7,31
E005,2023-12-11,32.7,28.6,0.0,90
E005,2023-04-25,35.6,30.1,0.0,86
D004,2023-10-12,30.1,20.7,0.0,74
B002,2023-11-17,23.6,17.0,0.0,43
E005,2023-08-19,34.2,30.0,17.9,76
D004,2023-02-17,26.7,17.7,0.0,57
B002,2023-06-10,22.8,10.8,0.0,74
C003,2023-08-03,33.9,25.6,0.0,48
D004,2023-10-25,26.0,15.8,13.9,48
B002,2023-05-26,20.8,13.0,0.0,40
A001,2023-08-27,29.2,18.4,13.5,80
B002,2023-07-10,33.5,20.7,0.0,56
C003,2023-11-14,24.7,12.0,0.0,70
E005,2023-12-04,31.6,24.7,0.0,71
E005,2023-12-09,37.5,33.4,0.0,93
B002,2023-09-02,28.1,16.3,2.7,47
B002,2023-03-10,24.7,14.7,0.0,51
C003,2023-03-05,29.9,20.6,0.0,61
D004,2023-09-17,25.0,18.0,14.6,43
A001,2023-04-29,21.5,14.2,0.0,52
C003,2023-01-02,20.6,6.5,0.0,84
E005,2023-04-26,36.7,30.4,0.0,71
A001,2023-12-04,29.5,19.8,0.0,82
E005,2023-01-26,34.7,29.0,0.0,92
D004,2023-01-25,24.3,17.0,0.0,55
D004,2023-04-05,24.7,12.3,6.7,60
B002,2023-03-27,34.0,19.5,21.4,43
E005,2023-01-12,31.1,26.1,0.0,76
E005,2023-02-06,29.7,26.1,0.0,77
D004,2023-12-03,29.9,20.8,22.6,69
B002,2023-01-09,21.6,12.9,23.8,42
A001,2023-09-14,29.7,16.7,0.0,72
E005,2023-03-07,30.9,25.9,0.0,86
A001,2023-11-03,29.6,19.1,18.4,52
C003,2023-02-20,25.2,19.1,0.0,45
E005,2023-07-07,32.7,24.7,0.0,91
C003,2023-09-09,34.6,21.1,19.8,38
C003,2023-01-16,28.6,17.1,0.0,61
E005,2023-07-08,31.9,24.8,11.0,88
A001,2023-10-18,32.0,20.6,0.0,44
E005,2023-07-11,32.5,24.9,0.0,84
C003,2023-08-03,24.7,17.6,24.6,80
B002,2023-02-24,22.9,14.6,0.0,78
D004,2023-04-09,30.2,18.2,0.0,60
A001,2023-05-01,30.2,25.1,0.0,76
D004,2023-04-26,20.1,11.7,20.2,43
C003,2023-06-09,24.1,12.0,0.0,71
B002,2023-09-27,25.7,14.0,0.3,83
B002,2023-03-29,22.9,14.3,0.0,44
C003,2023-03-04,24.5,18.4,15.1,51
A001,2023-06-07,30.6,21.1,2.0,58
B002,2023-02-20,30.3,15.6,0.0,55
E005,2023-03-02,34.7,28.8,0.0,71
E005,2023-05-28,30.1,23.0,0.0,93
E005,2023-11-21,30.3,22.8,12.0,72
A001,2023-09-20,21.8,13.5,0.0,49
C003,2023-12-28,22.8,14.8,12.7,72
E005,2023-02-07,37.7,32.5,23.4,72
B002,2023-12-21,33.4,22.1,0.0,63
A001,2023-01-14,33.8,21.4,4.6,73
A001,2023-03-04,31.6,20.6,0.0,82
A001,2023-07-30,33.6,24.4,0.0,59
D004,2023-09-28,24.0,11.1,0.0,55
B002,2023-03-18,24.3,12.3,0.0,34
A001,2023-01-01,22.6,9.9,0.0,77
C003,2023-12-27,28.8,19.3,0.0,62
C003,2023-08-24,32.7,26.6,0.0,80
B002,2023-12-06,27.6,15.0,22.6,58
C003,2023-06-17,23.6,11.8,0.0,62
A001,2023-04-02,20.5,8.8,0.0,85
E005,2023-01-23,32.8,26.0,24.1,73
D004,2023-02-27,26.6,21.2,14.5,50
C003,2023-01-31,29.7,21.1,0.0,48
B002,2023-04-11,34.7,22.2,0.0,44
D004,2023-07-23,22.9,16.1,0.0,54
E005,2023-09-18,38.0,33.3,0.0,85
C003,2023-09-07,31.7,17.6,7.1,44
C003,2023-03-31,23.9,16.6,0.0,48
A001,2023-09-07,28.4,17.5,23.4,63
C003,2023-04-08,25.6,13.7,0.0,85
B002,2023-03-29,33.0,23.4,9.0,74
A001,2023-04-29,24.6,11.3,16.2,58
D004,2023-12-04,23.5,17.1,0.0,45
A001,2023-12-06,26.2,13.3,0.0,64
D004,2023-12-14,21.1,7.0,17.2,56
C003,2023-01-01,24.0,16.1,0.0,39
B002,2023-06-29,23.6,11.9,0.0,55
A001,2023-12-25,31.5,26.1,0.0,75
C003,2023-09-30,24.6,11.0,0.0,71
D004,2023-07-15,30.9,20.7,0.0,40
B002,2023-04-23,24.5,15.7,0.0,82
A001,2023-10-15,26.3,20.9,0.0,52
A001,2023-05-16,31.4,17.4,17.5,58
B002,2023-02-19,34.0,22.0,0.0,31
D004,2023-01-08,21.4,13.6,23.1,81
A001,2023-08-22,22.3,9.5,9.8,77
D004,2023-06-21,22.5,16.0,0.0,53
A001,2023-12-10,27.2,17.0,0.0,36
A001,2023-08-31,21.4,14.8,0.0,32
A001,2023-12-20,20.1,14.1,0.0,61
D004,2023-05-19,34.1,21.3,0.0,53
E005,2023-05-18,35.1,27.2,20.7,79
C003,2023-04-04,20.2,11.2,1.3,62
E005,2023-11-18,32.9,29.7,14.4,89
B002,2023-03-09,30.7,20.0,0.0,68
D004,2023-09-10,21.2,9.2,18.1,43
A001,2023-01-09,21.2,15.4,16.4,73
B002,2023-09-22,27.7,15.6,21.3,59
A001,2023-02-07,31.4,16.7,10.6,48
C003,2023-10-05,20.5,6.7,0.0,65
C003,2023-05-20,32.8,26.6,0.0,70
E005,2023-02-25,32.1,25.4,0.0,73
C003,2023-03-30,29.2,14.5,0.8,74
D004,2023-04-30,30.2,16.5,0.0,68
E005,2023-06-15,29.1,23.4,0.0,91
B002,2023-02-04,30.3,23.5,0.0,42
C003,2023-07-13,25.4,11.7,7.9,70
C003,2023-10-24,20.6,15.2,0.0,45
E005,2023-05-01,32.7,25.2,0.0,71
C003,2023-04-29,23.2,13.4,0.0,54
D004,2023-12-22,29.6,23.6,0.0,65
E005,2023-06-11,34.1,28.3,0.0,71
C003,2023-02-26,25.1,17.5,0.0,72
A001,2023-10-24,31.8,23.5,0.0,60
D004,2023-08-31,30.5,22.6,0.0,38
B002,2023-04-09,28.3,21.1,15.1,56
A001,2023-09-06,27.7,22.7,0.2,78
D004,2023-08-08,26.4,17.5,0.0,42
E005,2023-04-27,34.9,28.8,0.0,87
E005,2023-07-31,30.9,23.1,1.7,71
D004,2023-07-05,26.6,17.7,0.0,63
E005,2023-11-15,31.0,24.0,0.0,85
B002,2023-05-06,24.6,14.0,0.0,38
A001,2023-09-15,32.7,17.8,0.0,37
B002,2023-04-16,30.7,16.0,0.0,40
D004,2023-05-16,29.7,22.9,0.0,33
B002,2023-01-30,30.9,23.5,24.0,34
A001,2023-04-20,26.3,20.2,0.0,84
B002,2023-01-01,22.7,13.5,0.0,48
B002,2023-01-10,32.5,22.3,0.0,71
B002,2023-11-16,27.5,21.5,0.0,82
C003,2023-09-26,31.3,24.0,0.0,63
B002,2023-09-07,26.2,14.0,3.1,46
C003,2023-02-17,32.4,20.7,0.0,33
A001,2023-09-10,26.5,14.6,2.0,72
C003,2023-01-27,31.5,18.0,0.0,48
B002,2023-08-01,32.3,24.1,0.0,45
D004,2023-07-10,23.3,9.6,0.0,78
C003,2023-05-30,20.0,9.1,6.4,71
B002,2023-02-26,27.3,20.0,0.0,62
A001,2023-06-18,24.3,18.1,0.0,36
B002,2023-10-04,30.6,19.7,0.0,77
C003,2023-12-12,22.3,14.1,0.0,75
A001,2023-01-09,33.3,27.9,0.0,65
A001,2023-06-28,26.0,11.4,12.0,36
C003,2023-11-11,32.5,19.6,0.0,49
D004,2023-03-25,34.1,23.9,0.0,65
A001,2023-12-21,34.1,26.2,0.0,35
D004,2023-12-01,20.2,6.3,0.0,78
A001,2023-11-28,21.3,8.3,0.0,68
E005,2023-03-27,36.2,33.0,11.1,95
D004,2023-04-22,22.7,15.1,0.0,71
C003,2023-03-26,23.9,15.3,0.0,64
B002,2023-11-12,28.7,14.0,0.0,34
E005,2023-09-02,33.6,27.4,0.0,88
B002,2023-04-16,26.4,11.8,10.2,60
A001,2023-01-05,24.0,14.5,0.0,62
C003,2023-12-19,22.9,16.5,0.1,50
D004,2023-08-03,30.5,22.2,0.0,60
D004,2023-11-02,28.9,20.7,0.0,49
D004,2023-10-20,30.5,23.4,0.0,49
A001,2023-05-21,32.0,22.2,10.1,77
A001,2023-09-16,22.0,11.3,21.8,51
B002,2023-01-30,32.3,18.8,5.3,44
D004,2023-06-03,25.3,19.6,0.0,43
A001,2023-04-26,30.7,18.2,0.0,34
B002,2023-10-15,25.3,20.1,0.0,75
E005,2023-08-09,34.9,27.9,0.0,80
A001,2023-02-14,20.0,11.0,0.0,63
B002,2023-05-28,22.6,16.2,7.3,73
A001,2023-06-03,30.5,16.5,0.0,57
E005,2023-07-23,31.3,27.5,7.5,76
E005,2023-10-17,30.2,23.6,0.0,80
E005,2023-10-30,35.4,29.7,0.0,91
D004,2023-03-16,33.9,27.7,0.0,38
E005,2023-11-01,35.6,27.8,0.0,91
D004,2023-10-09,32.4,18.8,0.0,33
C003,2023-04-22,25.4,10.6,22.1,75
C003,2023-02-27,24.7,19.3,0.0,37
C003,2023-11-01,25.0,17.3,10.7,36
C003,2023-07-15,28.2,23.0,0.0,52
D004,2023-12-03,29.5,23.6,0.0,47
E005,2023-08-20,29.7,24.5,14.0,86
B002,2023-01-06,28.6,17.7,0.0,76
C003,2023-06-22,34.7,26.1,18.8,50
E005,2023-06-04,36.1,31.4,0.0,73
B002,2023-10-07,21.3,11.3,24.4,39
B002,2023-09-18,21.6,6.6,0.0,75
B002,2023-10-24,27.4,12.9,10.5,64
D004,2023-03-16,33.8,25.5,0.0,52
E005,2023-04-05,31.7,24.0,5.4,75
A001,2023-01-07,32.2,22.3,22.4,38
B002,2023-06-06,32.5,22.0,13.1,44
B002,2023-03-02,32.2,18.9,0.0,36
C003,2023-05-17,34.6,24.0,0.0,48
D004,2023-05-22,22.1,16.5,0.0,68
B002,2023-07-30,28.4,13.5,0.0,70
E005,2023-12-14,35.1,30.7,0.0,91
B002,2023-05-03,33.0,22.1,0.0,39
E005,2023-04-26,34.9,27.6,23.1,85
D004,2023-10-18,26.5,16.5,19.4,77
C003,2023-12-27,30.1,16.5,0.0,62
C003,2023-10-05,28.4,19.6,9.7,65
A001,2023-08-14,20.9,15.5,0.0,75
A001,2023-02-20,34.2,20.3,0.0,47
E005,2023-11-02,30.0,23.0,8.5,90
C003,2023-09-28,22.6,9.7,0.0,63
D004,2023-05-03,20.3,9.4,0.0,83
E005,2023-03-04,32.9,26.6,0.0,90
E005,2023-12-18,34.9,28.3,0.0,89
C003,2023-07-28,23.7,9.5,0.0,49
E005,2023-12-28,34.7,27.6,0.0,90
B002,2023-10-01,28.7,19.7,0.0,76
C003,2023-04-14,25.4,12.2,0.0,56
E005,2023-10-23,33.2,28.6,0.0,84
D004,2023-09-23,25.8,19.3,0.0,67
B002,2023-08-13,33.0,23.6,10.2,37
A001,2023-10-03,23.7,14.7,0.0,54
A001,2023-12-24,29.9,24.1,19.4,41
E005,2023-10-07,31.9,26.0,0.0,88
C003,2023-06-13,32.8,20.8,0.0,53
A001,2023-07-31,34.7,22.6,0.0,35
A001,2023-04-05,22.8,10.5,1.2,43
E005,2023-01-08,33.4,28.1,0.0,75
D004,2023-02-18,22.2,16.4,0.0,30
D004,2023-09-15,27.8,17.5,0.7,38
E005,2023-07-19,28.1,22.3,13.5,73
D004,2023-12-06,21.8,12.5,0.0,64
C003,2023-04-25,21.5,9.5,0.0,83
B002,2023-01-09,32.0,24.6,9.7,65
C003,2023-03-22,33.1,20.3,0.0,81
E005,2023-11-27,30.1,25.6,0.0,81
D004,2023-10-19,24.2,16.2,0.0,50
A001,2023-05-21,20.9,12.4,0.0,40
A001,2023-03-18,28.9,18.6,0.0,66
B002,2023-08-26,29.1,14.3,0.0,74
E005,2023-03-21,29.9,24.2,0.0,72
C003,2023-11-21,24.8,15.6,8.1,55
D004,2023-01-24,34.1,28.4,0.0,37
B002,2023-08-29,24.6,17.0,0.0,45
B002,2023-05-28,34.1,21.1,0.0,37
B002,2023-07-22,23.8,18.8,0.0,84
D004,2023-01-18,33.6,26.7,0.0,77
B002,2023-06-12,21.7,10.6,0.0,79
C003,2023-06-30,27.0,15.9,0.0,80
E005,2023-02-25,36.3,28.5,0.0,87
C003,2023-02-27,30.1,18.8,6.1,46
B002,2023-05-03,22.2,8.1,0.0,57
A001,2023-03-09,34.9,23.4,16.5,78
B002,2023-07-08,20.7,12.4,18.4,62
C003,2023-05-02,20.5,7.7,13.2,46
B002,2023-03-06,29.1,15.4,15.5,82
D004,2023-01-20,27.3,13.5,0.0,62
B002,2023-01-20,31.3,25.6,11.2,53
C003,2023-08-06,26.1,12.1,0.0,59
E005,2023-02-03,30.9,23.9,0.0,90
C003,2023-02-11,28.6,22.0,0.0,45
C003,2023-02-06,20.8,13.8,0.0,84
A001,2023-10-09,33.8,22.0,0.0,79
E005,2023-11-11,37.8,32.9,0.0,91
C003,2023-12-11,20.6,6.7,0.0,46
E005,2023-04-10,33.3,28.4,0.0,85
B002,2023-10-18,21.7,16.4,0.0,77
D004,2023-04-21,27.3,17.0,6.9,80
B002,2023-05-20,27.8,17.1,2.5,66
E005,2023-12-30,29.6,25.5,5.3,81
A001,2023-09-10,27.9,13.1,5.3,63
E005,2023-05-30,34.5,30.4,0.0,86
D004,2023-06-05,21.6,13.2,0.0,68
E005,2023-11-29,29.1,22.2,0.0,77
C003,2023-06-24,24.6,14.4,21.6,63
A001,2023-07-28,24.8,14.4,0.0,47
A001,2023-03-23,20.5,15.0,0.0,72
E005,2023-05-05,34.4,29.3,19.9,75
D004,2023-09-05,22.2,9.0,0.0,84
E005,2023-06-23,32.6,25.2,0.0,83
B002,2023-08-16,24.8,9.9,12.5,71
B002,2023-03-31,34.0,23.0,0.0,71
B002,2023-10-29,22.0,16.3,0.0,37
C003,2023-06-28,24.3,15.7,0.0,59
E005,2023-02-08,28.5,22.3,0.0,94
A001,2023-07-05,33.9,24.0,0.0,47
E005,2023-04-01,34.6,29.5,0.0,91
D004,2023-02-26,20.3,8.2,0.0,64
D004,2023-08-28,34.7,23.8,0.0,62
E005,2023-11-27,32.7,24.8,0.0,82
B002,2023-09-28,24.9,18.2,0.0,46
E005,2023-06-18,28.0,23.1,7.6,74
A001,2023-11-16,26.4,19.0,0.0,79
A001,2023-12-20,22.0,16.1,0.0,39
A001,2023-09-08,20.2,9.7,0.0,77
C003,2023-09-25,26.2,18.9,0.0,53
E005,2023-02-25,34.8,29.8,7.6,90
B002,2023-05-27,27.2,16.4,0.0,43
A001,2023-11-21,23.2,14.1,0.0,61
